ASX code,Company name,Security type,ISIN code
LBTAS,LBT INNOVATIONS,OPTION EXPIRING 17-APR-2017 CLASS E EX 20C,AU0000LBTAS8
LBTAU,LBT INNOVATIONS,OPTION EXPIRING 24-MAY-2017 CLASS F EX 30C,AU0000LBTAU4
LBTAY,LBT INNOVATIONS,OPTION EXPIRING 5-DEC-2017 EX 20C,AU0000LBTAY6
LBTAK,LBT INNOVATIONS,OPTION EXPIRING 11-DEC-2023 EX 4.5C,AU0000LBTAK5
LBTAM,LBT INNOVATIONS,OPTION EXPIRING 29-NOV-2022 EX 5.8C,AU0000LBTAM1
LBTAO,LBT INNOVATIONS,OPTION EXPIRING 24-AUG-2020 EX 6.5C,AU0000LBTAO7
LER,LEAF RES LTD,ORDINARY FULLY PAID,AU000000LER6
LERAL,LEAF RES LTD,OPTION EXPIRING 02-SEP-2018 EX 10C,AU0000LERAL1
LERAM,LEAF RES LTD,OPTION EXPIRING 16-OCT-2018 EX 11C,AU0000LERAM9
LERAI,LEAF RES LTD,OPTION EXPIRING 20-DEC-2016 EX 10C,AU0000LERAI7
LERAK,LEAF RES LTD,OPTION EXPIRNG 17-DEC-2017 EX 10C,AU0000LERAK3
LCY,LEGACY IRON ORE,ORDINARY FULLY PAID,AU000000LCY6
LCYNA,LEGACY IRON ORE,ORDINARY FULLY PAID DEFERRED,AU0000LCYNA7
LCYR,LEGACY IRON ORE,RIGHTS - APPLICATIONS CLOSE 18-AUG-2014,AU00000LCYR5
LCYO,LEGACY IRON ORE,OPTION EXPIRING 31-DEC-2014,AU00000LCYO2
LCYOA,LEGACY IRON ORE,OPTION EXPIRING 31-DEC-2014,AU0000LCYOA5
LCYAK,LEGACY IRON ORE,OPTION EXPIRING 14-FEB-2014 EX 11.73C,AU0000LCYAK3
LCYAM,LEGACY IRON ORE,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000LCYAM9
LCYAU,LEGACY IRON ORE,OPTION EXPIRING 01-APR-2015 EX 25C,AU0000LCYAU2
LCYAI,LEGACY IRON ORE,OPTION EXPIRING 23-DEC-2015 EX 10C,AU0000LCYAI7
LCYAO,LEGACY IRON ORE,OPTION EXPIRING 24-MAY-2016 EX 18C,AU0000LCYAO5
LCYAW,LEGACY IRON ORE,UNSEC.RED.CONV.NOTE MATURING 09-SEP-2015,AU0000LCYAW8
LGD,LEGEND CORPORATION,ORDINARY FULLY PAID,AU000000LGD1
LEG,LEGEND MINING,ORDINARY FULLY PAID,AU000000LEG9
LEGAI,LEGEND MINING,OPTION EXPIRING 04-FEB-2015 EX 4C,AU0000LEGAI0
LEGAM,LEGEND MINING,OPTION EXPIRING 21-DEC-2015 EX 6C,AU0000LEGAM2
LEGAO,LEGEND MINING,OPTION EXPIRING 04-FEB-2015 VARIOUS PRICES,AU0000LEGAO8
LMA01,LEGG MASON AM AU LTD,LEGG MASON AUSTRALIAN EQUITY INCOME TRUST,AU60SSB00439
LMA02,LEGG MASON AM AU LTD,LEGG MASON AUSTRALIAN REAL INCOME FUND,AU60SSB00264
LMA03,LEGG MASON AM AU LTD,LEGG MASON AUSTRALIAN SMALL COMPANIES TRUST,AU60SSB00116
LMA04,LEGG MASON AM AU LTD,LEGG MASON WESTERN ASSET AUSTRALIAN BOND TRUST,AU60SSB01221
LMA05,LEGG MASON AM AU LTD,LEGG MASON MULTI ASSET RETIREMENT INCOME TRUST,AU60SSB00611
LMA06,LEGG MASON AM AU LTD,LEGG MASON DIVERSIFIED TRUST,AU60JPM00084
LEI,LEIGHTON HOLDINGS,ORDINARY FULLY PAID,AU000000LEI5
LEIAM,LEIGHTON HOLDINGS,DEFERRED SHARE RIGHTS,AU0000LEIAM8
LEIAK,LEIGHTON HOLDINGS,PERFORMANCE SHARE RIGHTS,AU0000LEIAK2
LEIAO,LEIGHTON HOLDINGS,ORDINARY FULLY PAID DEFERRED,AU0000LEIAO4
LMC,LEMARNE CORPORATION,ORDINARY FULLY PAID,AU000000LMC1
LMR,LEMUR RESOURCES LTD,ORDINARY FULLY PAID,AU000000LMR9
LMRAI,LEMUR RESOURCES LTD,OPTION EXPIRING 15-NOV-2017 EX 15C,AU0000LMRAI0
LLC,LEND LEASE GROUP,UNIT/ORDINARY FULLY PAID STAPLED SECURITIES,AU000000LLC3
LRR,LEOPARD RESOURCES,ORDINARY FULLY PAID,AU000000LRR8
LRRCD,LEOPARD RESOURCES,"ORDINARY PARTLY PAID TO 80C, 20C UNPAID",AU0000LRRCD6
LRRAO,LEOPARD RESOURCES,OPTION EXPIRING 30-JUN-2014 EX 1C,AU0000LRRAO7
LRL,LEYSHON RESOURCES,ORDINARY FULLY PAID,AU000000LRL1
LRLAA,LEYSHON RESOURCES,OPTION EXPIRING 18-JUN-2017 EX VARIOUS PRICES,AU0000LRLAA9
LBY,LIBERTY RESOURCE LTD,ORDINARY FULLY PAID,AU000000LBY8
LBYAI,LIBERTY RESOURCE LTD,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000LBYAI9
LFC,LIFE CORPORATION,ORDINARY FULLY PAID,AU000000LFC5
LFCDA,LIFE CORPORATION,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000LFCDA7
LFCAA,LIFE CORPORATION,CONVERTIBLE BONDS,AU0000LFCAA3
LHC,LIFEHEALTHCARE GRP,ORDINARY FULLY PAID,AU000000LHC1
LHCAI,LIFEHEALTHCARE GRP,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000LHCAI2
LIC,LIFESTYLE COMMUNIT.,ORDINARY FULLY PAID,AU000000LIC9
LICAI,LIFESTYLE COMMUNIT.,CONVERTIBLE REPURCHASE-ABLE EMPLOYEE SHARES,AU0000LICAI0
LICAK,LIFESTYLE COMMUNIT.,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000LICAK6
LML,LINCOLN MINERALS,ORDINARY FULLY PAID,AU000000LML2
LMLN,LINCOLN MINERALS,ORDINARY FULLY PAID DEFERRED,AU00000LMLN0
LIN,LINDIAN RESOURCES,ORDINARY FULLY PAID,AU000000LIN6
LINO,LINDIAN RESOURCES,OPTION EXPIRING 30-JUL-2018,AU00000LINO2
LINOC,LINDIAN RESOURCES,OPTION EXPIRING 31-DEC-2014,AU0000LINOC1
LINAM,LINDIAN RESOURCES,OPTION EXPIRING 14-JUN-2016 EX 15C,AU0000LINAM9
LINAI,LINDIAN RESOURCES,OPTION EXPIRING 28-FEB-2015 EX 20C,AU0000LINAI7
LAU,LINDSAY AUSTRALIA,ORDINARY FULLY PAID,AU000000LAU8
LIO,LION ENERGY LIMITED,ORDINARY FULLY PAID,AU000000LIO4
LIODA,LION ENERGY LIMITED,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000LIODA6
LIOAM,LION ENERGY LIMITED,ORDINARY FULLY PAID RESTRICTED,AU0000LIOAM7
LIOAK,LION ENERGY LIMITED,OPTION EXPIRING 10-JUL-2015 EX 26C,AU0000LIOAK1
LIOAO,LION ENERGY LIMITED,OPTION EXPIRING 10-JUL-2015 RESTRICTED EX 26C,AU0000LIOAO3
LIOAQ,LION ENERGY LIMITED,OPTION EXPIRING 16-JAN-2017 RESTRICTED EX 26C,AU0000LIOAQ8
LLO,LION ONE METALS LTD,CHESS DEPOSITARY INTERESTS 1:1,AU000000LLO8
LLOAA,LION ONE METALS LTD,COMMON SHARES,AU0000LLOAA6
LLOAB,LION ONE METALS LTD,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000LLOAB4
LSX,LION SELECTION GRP,ORDINARY FULLY PAID,AU000000LSX4
LSXO,LION SELECTION GRP,OPTION EXPIRING 12-DEC-2014,AU00000LSXO0
LSXYY,LION SELECTION GRP,CONDITIONAL PALCEMENT,AU0000LSXYY2
LNSHA,LION SERIES 2007-1,CLASS A RMB FRN MAT. 15-MAY-2040 MIN.CON. $5HT N-C,AU0000LNSHA8
LHB,LIONHUB GROUP LTD,ORDINARY FULLY PAID,AU000000LHB3
LHBDA,LIONHUB GROUP LTD,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000LHBDA5
LHBAI,LIONHUB GROUP LTD,ORDINARY FULLY PAID RESTRICTED,AU0000LHBAI4
LTR,LIONTOWN RESOURCES,ORDINARY FULLY PAID,AU000000LTR4
LTRO,LIONTOWN RESOURCES,OPTION EXPIRING 27-SEP-2015,AU00000LTRO0
LTRAI,LIONTOWN RESOURCES,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000LTRAI5
LNG,LIQUEFIED NATURAL,ORDINARY FULLY PAID,AU000000LNG0
LNGAA,LIQUEFIED NATURAL,PERFORMANCE RIGHTS,AU0000LNGAA8
LNGAP,LIQUEFIED NATURAL,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000LNGAP6
LTX,LITHEX RES LTD,ORDINARY FULLY PAID,AU000000LTX2
LTXN,LITHEX RES LTD,ORDINARY FULLY PAID DEFERRED,AU00000LTXN0
LTXOA,LITHEX RES LTD,OPTION EXPIRING 31-DEC-2015,AU0000LTXOA1
LTXAM,LITHEX RES LTD,OPTION EXPIRING 31-DEC-2016 EX 16C,AU0000LTXAM5
LTXAO,LITHEX RES LTD,OPTION EXPIRING 31-MAR-2015 EX 20C,AU0000LTXAO1
LTXAQ,LITHEX RES LTD,OPTION EXPIRING 09-MAY-2015 EX 20C,AU0000LTXAQ6
LTXAU,LITHEX RES LTD,OPTION EXPIRING 30-JUN-2015 EX 20C,AU0000LTXAU8
LTXAY,LITHEX RES LTD,OPTION EXPIRING 30-JUN-2015 EX 20C,AU0000LTXAY0
LTXAI,LITHEX RES LTD,OPTION EXPIRING VARIOUS DATES EX 25C,AU0000LTXAI3
LTXAK,LITHEX RES LTD,OPTION EXPIRING 29-MAY-2015 EX 15C,AU0000LTXAK9
LTXAW,LITHEX RES LTD,OPTION EXPIRING 30-JUN-2015 EX 30C,AU0000LTXAW4
LTXDA,LITHEX RES LTD,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000LTXDA4
LTXDB,LITHEX RES LTD,OPTION EXPIRING 31-DEC-2015 DEFERRED SETTLEMENT,AU0000LTXDB2
LCT,LIVING CELL TECH.,ORDINARY FULLY PAID,AU000000LCT6
LCTAM,LIVING CELL TECH.,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000LCTAM9
LL9,LLCDA OPTIONS,LLCDA OPTIONS,AU000000LL93
LK1,LNKIN,LINKEDIN CORPORATION (LNKD) (NYSE),AU000000LK11
LSR,LODESTAR MINERALS,ORDINARY FULLY PAID,AU000000LSR6
LSRO,LODESTAR MINERALS,OPTION EXPIRING 31-MAR-2016,AU00000LSRO2
LSRAM,LODESTAR MINERALS,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000LSRAM9
LCM,LOGICAMMS LIMITED,ORDINARY FULLY PAID,AU000000LCM1
LCMAI,LOGICAMMS LIMITED,SHARE APPRECIATION RIGHTS,AU0000LCMAI2
LCMAS,LOGICAMMS LIMITED,PERFORMANCE RIGHTS,AU0000LCMAS1
LCE,LONDON CITY EQU. LTD,ORDINARY FULLY PAID,AU000000LCE8
LNR,LONESTAR RESO LTD,ORDINARY FULLY PAID,AU000000LNR7
LNRAI,LONESTAR RESO LTD,OPTION EXPIRING 31-DEC-2016 EX 30C,AU0000LNRAI8
LNRAK,LONESTAR RESO LTD,OPTION EXPIRING VARIOUS DATES EX 40C,AU0000LNRAK4
LNRAO,LONESTAR RESO LTD,OPTION EXPIRING 17-MAY-2016 EX 36C,AU0000LNRAO6
LGO,LONGREACH OIL LTD.,ORDINARY FULLY PAID,AU000000LGO8
LOV,LOVISA HOLDINGS LTD,ORDINARY FULLY PAID,AU000000LOV7
LOVZZ,LOVISA HOLDINGS LTD,INITIAL PUBLIC OFFER,AU0000LOVZZ9
LOM,LUCAPA DIAMOND LTD,ORDINARY FULLY PAID,AU000000LOM6
LOMDA,LUCAPA DIAMOND LTD,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000LOMDA8
LOMDB,LUCAPA DIAMOND LTD,OPTION EXPIRING 29-AUG-2015 DEFERRED SETTLEMENT,AU0000LOMDB6
LOMO,LUCAPA DIAMOND LTD,OPTION EXPIRING 29-AUG-2015,AU00000LOMO2
LOMOB,LUCAPA DIAMOND LTD,OPTION EXPIRING 29-AUG-2015 DEFERRED,AU0000LOMOB3
LOMAI,LUCAPA DIAMOND LTD,OPTION EXPIRING 29-AUG-2015 EX 1C,AU0000LOMAI7
LGM,LUIRI GOLD LIMITED,1C US COMMON SHARES FULLY PAID,BMG5698C1029
LGMAI,LUIRI GOLD LIMITED,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000LGMAI3
LSLAK,LUMINUS SYSTEMS LTD.,OPTION EXPIRING 31-DEC-2012 EX 10C,AU0000LSLAK6
LYL,LYCOPODIUM LIMITED,ORDINARY FULLY PAID,AU000000LYL7
LYLAM,LYCOPODIUM LIMITED,PERFORMANCE RIGHT EXPIRING VARIOUS DATES,AU0000LYLAM0
LYC,LYNAS CORPORATION,ORDINARY FULLY PAID,AU000000LYC6
LYCO,LYNAS CORPORATION,OPTION EXPIRING 15-SEP-2015,AU00000LYCO2
LYCXE,LYNAS CORPORATION,ORDINARY FULLY PAID BONUS DEFERRED,AU0000LYCXE8
LYCAW,LYNAS CORPORATION,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000LYCAW8
LYCAS,LYNAS CORPORATION,PERFORMANCE RIGHT EXPIRING 19-AUG-2015,AU0000LYCAS6
LYCAU,LYNAS CORPORATION,PERFORMANCE RIGHTS EXPIRING VARIOUS DATES,AU0000LYCAU2
LYCAY,LYNAS CORPORATION,2.75% UNSEC.RED.CONV.BOND MATURING 24-JAN-2016,AU0000LYCAY4
MTU,M2 GRP LTD,ORDINARY FULLY PAID,AU000000MTU6
MTUAM,M2 GRP LTD,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000MTUAM9
MI8,MAC INFR OPTION BSK,MACQUARIE INFRASTRUCTURE GROUP - OPTION BASKET,AU000000MI89
MLD,MACA LIMITED,ORDINARY FULLY PAID,AU000000MLD9
MLDAK,MACA LIMITED,PERFORMANCE RIGHT,AU0000MLDAK6
MAH,MACMAHON HOLDINGS,ORDINARY FULLY PAID,AU000000MAH3
MAHAM,MACMAHON HOLDINGS,PERFORMANCE RIGHTS,AU0000MAHAM6
MAHAI,MACMAHON HOLDINGS,ORDINARY FULLY PAID DEFERRED,AU0000MAHAI4
MRP,MACPHERSONS RESOURCE,ORDINARY FULLY PAID,AU000000MRP0
MQA,MACQ ATLAS ROADS GRP,ORDINARY STAPLED SECURITIES,AU000000MQA4
APS,MACQUARIE ALPS,MACQUARIE ALPS,AU000000APS3
MBLPA,MACQUARIE BANK LTD,CONVERTIBLE UNSEC.SUB CAPITAL NOTE,AU0000MBLPA9
MBLAO,MACQUARIE BANK LTD,ORDINARY FULLY PAID,AU0000MBLAO2
MBLAQ,MACQUARIE BANK LTD,EXCHANGEABLE CAPITAL SECURITIES,AU0000MBLAQ7
MBLAM,MACQUARIE BANK LTD,6.177% NON-CUMULATIVE REDEEMABLE PREFERENCE,AU0000MBLAM6
MBLHB,MACQUARIE BANK LTD,STAPLED FLOATING RATE PERP. (MACQUARIE INCOME SEC),AU0000MBLHB4
AGLSMY,MACQUARIE BANK LTD.,MQB 10.0494 AGK SELF FUND INSTAL WARR 30-JUN-17,AU000AGLSMY7
ALLSMY,MACQUARIE BANK LTD.,MACQUARIE 16.3883 ALL SELF FUND INSTAL 30-JUN-17,AU000ALLSMY7
AMPSMB,MACQUARIE BANK LTD.,MQB 5.3326 AMP SELF FUNDING INSTAL WARRANT 29-JUN-,AU000AMPSMB4
AMPSMC,MACQUARIE BANK LTD.,MACQUARIE 3.3289 AMP SELF FUNDING INSTAL 30-JUN-15,AU000AMPSMC2
AMPSMX,MACQUARIE BANK LTD.,MQB 3.8956 AMP SELF FUNDING INSTALMENT 30-JUN-16,AU000AMPSMX8
AMPSMY,MACQUARIE BANK LTD.,MQB $7.3156 AMP SELF FUNDING INSTALMENT 30-JUN-17,AU000AMPSMY6
ANZSMB,MACQUARIE BANK LTD.,MQB 13.7997 ANZ SELF FUNDING INSTAL WARRANT 29-JUN,AU000ANZSMB1
ANZSMC,MACQUARIE BANK LTD.,MACQUARIE 9.8487 ANZ SELF FUNDING INSTAL 30-JUN-1,AU000ANZSMC9
ANZSMX,MACQUARIE BANK LTD.,MQB 12.0288 ANZ SELF FUNDING INSTALMENT 30-JUN-16,AU000ANZSMX5
ANZSMY,MACQUARIE BANK LTD.,MQB 17.4898 ANZ SELF FUNDING INSTALMENT 30-JUN-17,AU000ANZSMY3
ASXSMB,MACQUARIE BANK LTD.,MQB 29.3186 ASX SELF FUNDING INSTAL WARRANT 29-JUN,AU000ASXSMB5
ASXSMC,MACQUARIE BANK LTD.,MACQUARIE 14.6102 ASX SELF FUNDING INSTAL 30-JUN-1,AU000ASXSMC3
ASXSMY,MACQUARIE BANK LTD.,MQB 29.3474 ASX SELF FUNDING INSTALMENT 30-JUN-17,AU000ASXSMY7
BHPSMB,MACQUARIE BANK LTD.,MQB 28.2801 BHP SELF FUNDING INSTAL WARRANT 29-JUN,AU000BHPSMB2
BHPSMC,MACQUARIE BANK LTD.,MACQUARIE 25.9411 BHP SELF FUNDING INSTAL 30-JUN-1,AU000BHPSMC0
BHPSMX,MACQUARIE BANK LTD.,MQB $18.2762 BHP SELF FUNDING INSTALMENT 30-JUN-16,AU000BHPSMX6
BHPSMY,MACQUARIE BANK LTD.,MQB 21.3803 BHP SELF FUNDING INSTALMENT 30-JUN-17,AU000BHPSMY4
BOQSMY,MACQUARIE BANK LTD.,MQB 9.5059 BOQ SELF FUNDING INSTALMENT 30-JUN-17,AU000BOQSMY8
BSLSMB,MACQUARIE BANK LTD.,MQB 46.2471 BSL SELF FUNDING INSTAL WARRANT 29-JUN,AU000BSLSMB8
BSLSMX,MACQUARIE BANK LTD.,MQB $26.1771 BSL SELF FUNDING INSTALMENT 30-JUN-16,AU000BSLSMX2
BSLSMY,MACQUARIE BANK LTD.,MQB  $44.1263 BSL SELF FUNDING INSTALMENT 30-JUN-1,AU000BSLSMY0
BXBSMB,MACQUARIE BANK LTD.,MQB 6.7612 BXB SELF FUNDING INSTAL WARRANT 29-JUN-,AU000BXBSMB9
BXBSMC,MACQUARIE BANK LTD.,MACQUARIE 2.8626 BXB SELF FUNDING INSTAL 30-JUN-15,AU000BXBSMC7
BXBSMX,MACQUARIE BANK LTD.,MQB $6.7735 BXB SELF FUND INSTAL WARR 30-JUN-16,AU000BXBSMX3
BXBSMY,MACQUARIE BANK LTD.,MQB 11.4756 BXB SELF FUNDING INSTALMENT 30-JUN-17,AU000BXBSMY1
CBASMB,MACQUARIE BANK LTD.,MQB 22.8709 CBA SELF FUNDING INSTAL WARRANT 29-JUN,AU000CBASMB5
CBASMC,MACQUARIE BANK LTD.,MACQUARIE 22.9961 CBA SELF FUNDING INSTAL 30-JUN-1,AU000CBASMC3
CBASMX,MACQUARIE BANK LTD.,MQB $15.6147 CBA SELF FUNDING INSTALMENT 30-JUN-16,AU000CBASMX9
CBASMY,MACQUARIE BANK LTD.,MQB $24.57 CBA SELF FUNDING INSTALMENT 30-JUN-17,AU000CBASMY7
CPUSMC,MACQUARIE BANK LTD.,MACQUARIE 7.1781 CPU SELF FUNDING INSTAL 30-JUN-15,AU000CPUSMC1
CSLSMB,MACQUARIE BANK LTD.,MQB 26.3188 CSL SELF FUNDING INSTAL WARRANT 29-JUN,AU000CSLSMB6
CSLSMC,MACQUARIE BANK LTD.,MACQUARIE 20.9601 CSL SELF FUNDING INSTAL 30-JUN-1,AU000CSLSMC4
CWNSMB,MACQUARIE BANK LTD.,MQB 6.2064 CWN SELF FUNDING INSTAL WARRANT 29-JUN-,AU000CWNSMB4
CWNSMY,MACQUARIE BANK LTD.,MQB 3.8632 CWN SELF FUNDING INSTALMENT 30-JUN-17,AU000CWNSMY6
DUESMB,MACQUARIE BANK LTD.,MQB 1.018 DUE SELF FUNDING INSTAL WARRANT 29-JUN-,AU000DUESMB5
DUESMX,MACQUARIE BANK LTD.,MQB $0.1743 DUE SELF FUNDING INSTAL 30-JUN-16,AU000DUESMX9
FX1WMA,MACQUARIE BANK LTD.,MACQUARIE 0.01 FX1 CALL WARRANT 17-JUN-16,AU000FX1WMA4
GPTSMY,MACQUARIE BANK LTD.,MQB 21.9898 GPTSELF FUND INSTALMENT WAR 30-JUN-17,AU000GPTSMY8
HGIIMJ,MACQUARIE BANK LTD.,MACQUARIE 150 HGI INSTALMENT WARRANT 25-JUN-09,AU000HGIIMJ0
IAGSMB,MACQUARIE BANK LTD.,MQB 1.7756 IAG SELF FUNDING INSTAL WARRANT 29-JUN-,AU000IAGSMB1
IAGSMC,MACQUARIE BANK LTD.,MACQUARIE 1.6074 IAG SELF FUNDING INSTAL30-JUN-15,AU000IAGSMC9
IAGSMX,MACQUARIE BANK LTD.,MQB $3.83 IAG SELF FUNDING INSTAL 30-JUN-16,AU000IAGSMX5
IAGSMY,MACQUARIE BANK LTD.,MQB $4.7415 IAG SELF FUNDING INSTALMENT 30-JUN-17,AU000IAGSMY3
IPLSMC,MACQUARIE BANK LTD.,MACQUARIE 1.8519 IPL SELF FUNDING INSTAL30-JUN-15,AU000IPLSMC7
JBHSMB,MACQUARIE BANK LTD.,MQB 6.8333 JBH SELF FUND INSTAL WARRANT 29-JUN-18,AU000JBHSMB5
LLCSMY,MACQUARIE BANK LTD.,MQB $14.3081 LLC SELF FUNDING INSTALMENT 30-JUN-17,AU000LLCSMY3
NABSMB,MACQUARIE BANK LTD.,MQB 17.1512 NAB SELF FUNDING INSTAL WARRANT 29-JUN,AU000NABSMB2
NABSMC,MACQUARIE BANK LTD.,MACQUARIE 9.5875 NAB SELF FUNDING INSTALT 30-JUN-,AU000NABSMC0
NABSMX,MACQUARIE BANK LTD.,MQB $18.9292 NAB SELF FUNDING INSTALMENT 30-JUN-16,AU000NABSMX6
NABSMY,MACQUARIE BANK LTD.,MQB 25.6112 NAB SELF FUNDING INSTALMENT 30-JUN-17,AU000NABSMY4
ORGSMB,MACQUARIE BANK LTD.,MQB 2.7304 ORG SELF FUND INSTAL WARR 29-JUN-18,AU000ORGSMB3
ORGSMC,MACQUARIE BANK LTD.,MACQUARIE 9.0699 ORGSELF FUNDING INSTAL 30-JUN-15,AU000ORGSMC1
ORISMB,MACQUARIE BANK LTD.,MQB 16.0418 ORI SELF FUNDING INSTAL WARRANT 29-JUN,AU000ORISMB9
ORISMC,MACQUARIE BANK LTD.,MACQUARIE 10.4069 ORI SELF FUNDING INSTAL 30-JUN-1,AU000ORISMC7
ORISMY,MACQUARIE BANK LTD.,MQB $14.4299 ORI SELF FUNDING INSTALMENT 30-JUN-17,AU000ORISMY1
PPTSMX,MACQUARIE BANK LTD.,MQB $55.6651 PPT SELF FUNDING INSTALMENT 30-JUN-16,AU000PPTSMX1
PPTSMY,MACQUARIE BANK LTD.,MQB 68.0365 PPT SELF FUNDING INSTALMENT 30-JUN-17,AU000PPTSMY9
QANSMC,MACQUARIE BANK LTD.,MACQUARIE 2.1749 QAN SELF FUNDING INSTAL 30-JUN-15,AU000QANSMC8
QANSMX,MACQUARIE BANK LTD.,MQB $3.4422 QAN SELF FUNDING INSTALMENT 30-JUN-16,AU000QANSMX4
QBESMB,MACQUARIE BANK LTD.,MQB 19.1777 QBE SELF FUNDING INSTAL WARRANT 29-JUN,AU000QBESMB7
QBESMC,MACQUARIE BANK LTD.,MACQUARIE 11.9649 QBE SELF FUNDING INSTAL 30-JUN-1,AU000QBESMC5
QBESMX,MACQUARIE BANK LTD.,MQB $11.4124 QBE SELF FUNDING INSTALMENT 30-JUN-16,AU000QBESMX1
QBESMY,MACQUARIE BANK LTD.,MQB 22.9612 QBE SELF FUNDING INSTALMENT 30-JUN-17,AU000QBESMY9
RIOSMB,MACQUARIE BANK LTD.,MQB 79.2449 RIO SELF FUNDING INSTAL WARRANT 29-JUN,AU000RIOSMB9
RIOSMC,MACQUARIE BANK LTD.,MACQUARIE 42.3394 RIO SELF FUNDING INSTAL 30-JUN-1,AU000RIOSMC7
RIOSMX,MACQUARIE BANK LTD.,MQB $47.5714 RIO SELF FUNDING INSTALMENT 30-JUN-16,AU000RIOSMX3
RIOSMY,MACQUARIE BANK LTD.,MQB $45.7592 RIO SELF FUNDING INSTAL 30-JUN-17,AU000RIOSMY1
SGBIMF,MACQUARIE BANK LTD.,MQB 2200 SGB ROLLING INSTALMENT WARRANT 17-NOV-08,AU000SGBIMF0
SGBIMG,MACQUARIE BANK LTD.,MQB 2800 SGB ROLLING INSTALMENT WARRANT 17-NOV-08,AU000SGBIMG8
SGPSMB,MACQUARIE BANK LTD.,MQB 4.8478 SGP SELF FUNDING INSTAL WARRANT 29-JUN-,AU000SGPSMB8
SGPSMY,MACQUARIE BANK LTD.,MQB $6.0987 SGP SELF FUNDING INSTALMENT 30-JUN-17,AU000SGPSMY0
SGTMMH,MACQUARIE BANK LTD.,MQB 267 SGT LISTED PROTECTED LOAN 30-JUN11 DEF SET,AU000SGTMMH0
SHLSMC,MACQUARIE BANK LTD.,MACQUARIE 6.7633 SHL SELF FUNDING INSTAL 30-JUN-15,AU000SHLSMC3
STOSMC,MACQUARIE BANK LTD.,MACQUARIE 9.1138 STOSELF FUNDING INSTAL 30-JUN-15,AU000STOSMC2
SUNSMB,MACQUARIE BANK LTD.,MQB 8.747 SUN SELF FUNDING INSTAL WARRANT 29JUN18,AU000SUNSMB4
SUNSMC,MACQUARIE BANK LTD.,MQB 3.0346 SUN SELF FUNDING INSTAL WARRANT 30JUN15,AU000SUNSMC2
SUNSMX,MACQUARIE BANK LTD.,MQB15.2347 SUN SELF FUNDING INSTAL WARRANT 30JUN16,AU000SUNSMX8
TAHSMB,MACQUARIE BANK LTD.,MQB 2.8583 TAH SELF FUNDING INSTAL WARRANT 29-JUN-,AU000TAHSMB6
TAHSMX,MACQUARIE BANK LTD.,MQB $5.708 TAH SELF FUNDING INSTALMENT 30-JUN-16,AU000TAHSMX0
TAHSMY,MACQUARIE BANK LTD.,MQB $7.7527 TAH SELF FUNDING INSTALMENT 30-JUN-17,AU000TAHSMY8
TCLSMB,MACQUARIE BANK LTD.,MQB 3.7335 TCL SELF FUNDING INSTAL WARRANT 29-JUN-,AU000TCLSMB4
TCLSMX,MACQUARIE BANK LTD.,MQB $3.4527 TCL SELF FUNDING INSTAL 30-JUN-16,AU000TCLSMX8
TCLSMY,MACQUARIE BANK LTD.,MQB $5.1464 TCL SELF FUND INSTAL WARR 30-JUN-17,AU000TCLSMY6
TLSSMC,MACQUARIE BANK LTD.,MACQUARIE 0.7735 TLS SELF FUNDING INSTAL 30-JUN-15,AU000TLSSMC8
TLSSMX,MACQUARIE BANK LTD.,MQB $1.5307 TLS SELF FUNDING INSTALMENT 30-JUN-16,AU000TLSSMX4
TOLSM2,MACQUARIE BANK LTD.,MQB $12.1202 TOL SELF FUND INSTAL WARR 30-JUN-17,AU000TOLSM28
TOLSMB,MACQUARIE BANK LTD.,MQB 7.442 TOL SELF FUNDING INSTAL WARRANT 29-JUN-,AU000TOLSMB9
UGLSMB,MACQUARIE BANK LTD.,MQB 5.914 UGL SELF FUNDING INSTAL WARRANT 29-JUN-,AU000UGLSMB3
WBCSMB,MACQUARIE BANK LTD.,MQB 10.8513 WBC SELF FUNDING INSTAL WARRANT 29-JUN,AU000WBCSMB9
WBCSMC,MACQUARIE BANK LTD.,MACQUARIE 10.2576 WBC SELF FUNDING INSTAL 30-JUN-1,AU000WBCSMC7
